crossed_rownames,name_1,syct_1,mmin_1,mmax_1,cach_1,chmin_1,chmax_1,perf_1,estperf_1,name_2,syct_2,mmin_2,mmax_2,cach_2,chmin_2,chmax_2,perf_2,estperf_2
2_21,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,BURROUGHS B5900,143,1500,6300,0,5,32,30,35
2_22,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,BURROUGHS B5920,143,3100,6200,0,5,20,33,39
2_23,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,BURROUGHS B6900,143,2300,6200,0,6,64,61,40
2_24,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,BURROUGHS B6925,110,3100,6200,0,6,64,76,45
2_25,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,C.R.D. 68/10-80,320,128,6000,0,1,12,23,28
2_26,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,C.R.D. UNIVERSE 2203T,320,512,2000,4,1,3,69,21
2_27,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,C.R.D. UNIVERSE 68,320,256,6000,0,1,6,33,28
2_28,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,C.R.D. UNIVERSE 68/05,320,256,3000,4,1,3,27,22
2_29,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,C.R.D. UNIVERSE 68/137,320,512,5000,4,1,5,77,28
2_30,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,C.R.D. UNIVERSE 68/37,320,256,5000,4,1,6,27,27
2_31,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,CDC CYBER 170/750,25,1310,2620,131,12,24,274,102
2_32,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,CDC CYBER 170/760,25,1310,2620,131,12,24,368,102
2_33,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,CDC CYBER 170/815,50,2620,10480,30,12,24,32,74
2_34,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,CDC CYBER 170/825,50,2620,10480,30,12,24,63,74
2_35,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,CDC CYBER 170/835,56,5240,20970,30,12,24,106,138
2_36,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,CDC CYBER 170/845,64,5240,20970,30,12,24,208,136
2_37,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,CDC OMEGA 480-I,50,500,2000,8,1,4,20,23
2_38,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,CDC OMEGA 480-II,50,1000,4000,8,1,5,29,29
2_39,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,CDC OMEGA 480-III,50,2000,8000,8,1,5,71,44
2_40,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,CAMBEX 1636-1,50,1000,4000,8,3,5,26,30
2_41,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,CAMBEX 1636-10,50,1000,8000,8,3,5,36,41
2_42,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,CAMBEX 1641-1,50,2000,16000,8,3,5,40,74
2_43,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,CAMBEX 1641-11,50,2000,16000,8,3,6,52,74
2_44,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,CAMBEX 1651-1,50,2000,16000,8,3,6,60,74
2_45,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,DEC DECSYS 10 1091,133,1000,12000,9,3,12,72,54
2_46,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,DEC DECSYS 20 2060,133,1000,8000,9,3,12,72,41
2_47,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,DEC MICROVAX-1,810,512,512,8,1,1,18,18
2_48,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,DEC VAX 11/730,810,1000,5000,0,1,1,20,28
2_49,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,DEC VAX 11/750,320,512,8000,4,1,5,40,36
2_50,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,DEC VAX 11/780,200,512,8000,8,1,8,62,38
2_51,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34
2_52,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,DG ECLIPSE M/600,700,256,2000,0,1,1,24,19
2_53,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,DG ECLIPSE MV/1000,140,1000,16000,16,1,3,138,72
2_54,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,DG ECLIPSE MV/4000,200,1000,8000,0,1,2,36,36
2_55,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,DG ECLIPSE MV/6000,110,1000,4000,16,1,2,26,30
2_56,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,DG ECLIPSE MV/8000,110,1000,12000,16,1,2,60,56
2_57,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,DG ECLIPSE MV/8000 II,220,1000,8000,16,1,2,71,42
2_58,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,FORMATION F4000/100,800,256,8000,0,1,4,12,34
2_59,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,FORMATION F4000/200,800,256,8000,0,1,4,14,34
2_60,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,FORMATION F4000/200AP,800,256,8000,0,1,4,20,34
2_61,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,FORMATION F4000/300,800,256,8000,0,1,4,16,34
2_62,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,FORMATION F4000/300AP,800,256,8000,0,1,4,22,34
2_63,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,FOUR PHASE 2000/260,125,512,1000,0,8,20,36,19
2_64,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,GOULD CONCEPT 32/8705,75,2000,8000,64,1,38,144,75
2_65,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,GOULD CONCEPT 32/8750,75,2000,16000,64,1,38,144,113
2_66,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,GOULD CONCEPT 32/8780,75,2000,16000,128,1,38,259,157
2_67,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HP 3000/30,90,256,1000,0,3,10,17,18
2_68,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HP 3000/40,105,256,2000,0,3,10,26,20
2_69,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HP 3000/44,105,1000,4000,0,3,24,32,28
2_70,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HP 3000/48,105,2000,4000,8,3,19,32,33
2_71,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HP 3000/64,75,2000,8000,8,3,24,62,47
2_72,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HP 3000/88,75,3000,8000,8,3,48,64,54
2_73,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HP 3000/III,175,256,2000,0,3,24,22,20
2_74,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HARRIS 100,300,768,3000,0,6,24,36,23
2_75,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HARRIS 300,300,768,3000,6,6,24,44,25
2_76,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HARRIS 500,300,768,12000,6,6,24,50,52
2_77,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HARRIS 600,300,768,4500,0,1,24,45,27
2_78,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HARRIS 700,300,384,12000,6,1,24,53,50
2_79,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HARRIS 80,300,192,768,6,6,24,36,18
2_80,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HARRIS 800,180,768,12000,6,1,31,84,53
2_81,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HONEYWELL DPS 6/35,330,1000,3000,0,2,4,16,23
2_82,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HONEYWELL DPS 6/92,300,1000,4000,8,3,64,38,30
2_83,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HONEYWELL DPS 6/96,300,1000,16000,8,2,112,38,73
2_84,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HONEYWELL DPS 7/35,330,1000,2000,0,1,2,16,20
2_85,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HONEYWELL DPS 7/45,330,1000,4000,0,3,6,22,25
2_86,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HONEYWELL DPS 7/55,140,2000,4000,0,3,6,29,28
2_87,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HONEYWELL DPS 7/65,140,2000,4000,0,4,8,40,29
2_88,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HONEYWELL DPS 8/44,140,2000,4000,8,1,20,35,32
2_89,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HONEYWELL DPS 8/49,140,2000,32000,32,1,20,134,175
2_90,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HONEYWELL DPS 8/50,140,2000,8000,32,1,54,66,57
2_91,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HONEYWELL DPS 8/52,140,2000,32000,32,1,54,141,181
2_92,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HONEYWELL DPS 8/62,140,2000,32000,32,1,54,189,181
2_93,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,HONEYWELL DPS 8/20,140,2000,4000,8,1,20,22,32
2_94,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 3033 S,57,4000,16000,1,6,12,132,82
2_95,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 3033 U,57,4000,24000,64,12,16,237,171
2_96,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 3081,26,16000,32000,64,16,24,465,361
2_97,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 3081 D,26,16000,32000,64,8,24,465,350
2_98,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 3083 B,26,8000,32000,0,8,24,277,220
2_99,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 3083 E,26,8000,16000,0,8,16,185,113
2_100,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 370/125-2,480,96,512,0,1,1,6,15
2_101,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 370/148,203,1000,2000,0,1,5,24,21
2_102,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 370/158-3,115,512,6000,16,1,6,45,35
2_103,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 38/3,1100,512,1500,0,1,1,7,18
2_104,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 38/4,1100,768,2000,0,1,1,13,20
2_105,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 38/5,600,768,2000,0,1,1,16,20
2_106,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 38/7,400,2000,4000,0,1,1,32,28
2_107,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 38/8,400,4000,8000,0,1,1,32,45
2_108,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 4321,900,1000,1000,0,1,2,11,18
2_109,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 4331-1,900,512,1000,0,1,2,11,17
2_110,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 4331-11,900,1000,4000,4,1,2,18,26
2_111,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 4331-2,900,1000,4000,8,1,2,22,28
2_112,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 4341,900,2000,4000,0,3,6,37,28
2_113,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 4341-1,225,2000,4000,8,3,6,40,31
2_114,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 4341-10,225,2000,4000,8,3,6,34,31
2_115,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 4341-11,180,2000,8000,8,1,6,50,42
2_116,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 4341-12,185,2000,16000,16,1,6,76,76
2_117,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 4341-2,180,2000,16000,16,1,6,66,76
2_118,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 4341-9,225,1000,4000,2,3,6,24,26
2_119,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 4361-4,25,2000,12000,8,1,4,49,59
2_120,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 4361-5,25,2000,12000,16,3,5,66,65
2_121,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 4381-1,17,4000,16000,8,6,12,100,101
2_122,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 4381-2,17,4000,16000,32,6,12,133,116
2_123,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 8130 A,1500,768,1000,0,0,0,12,18
2_124,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 8130 B,1500,768,2000,0,0,0,18,20
2_125,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IBM 8140,800,768,2000,0,0,0,20,20
2_126,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IPL 4436,50,2000,4000,0,3,6,27,30
2_127,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IPL 4443,50,2000,8000,8,3,6,45,44
2_128,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IPL 4445,50,2000,8000,8,1,6,56,44
2_129,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IPL 4446,50,2000,16000,24,1,6,70,82
2_130,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IPL 4460,50,2000,16000,24,1,6,80,82
2_131,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,IPL 4480,50,8000,16000,48,1,10,136,128
2_132,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,MAGNUSON M80/30,100,1000,8000,0,2,6,16,37
2_133,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,MAGNUSON M80/31,100,1000,8000,24,2,6,26,46
2_134,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,MAGNUSON M80/32,100,1000,8000,24,3,6,32,46
2_135,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,MAGNUSON M80/42,50,2000,16000,12,3,16,45,80
2_136,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,MAGNUSON M80/43,50,2000,16000,24,6,16,54,88
2_137,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,MAGNUSON M80/44,50,2000,16000,24,6,16,65,88
2_138,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,MICRODATA SEQ.MS/3200,150,512,4000,0,8,128,30,33
2_139,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NAS AS/3000,115,2000,8000,16,1,3,50,46
2_140,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NAS AS/3000 N,115,2000,4000,2,1,5,40,29
2_141,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NAS AS/5000,92,2000,8000,32,1,6,62,53
2_142,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NAS AS/5000 E,92,2000,8000,32,1,6,60,53
2_143,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NAS AS/5000 N,92,2000,8000,4,1,6,50,41
2_144,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NAS AS/6130,75,4000,16000,16,1,6,66,86
2_145,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NAS AS/6150,60,4000,16000,32,1,6,86,95
2_146,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NAS AS/6620,60,2000,16000,64,5,8,74,107
2_147,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NAS AS/6630,60,4000,16000,64,5,8,93,117
2_148,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NAS AS/6650,50,4000,16000,64,5,10,110,119
2_149,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NAS AS/7000,72,4000,16000,64,8,16,143,120
2_150,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NAS AS/7000 N,72,2000,8000,16,6,8,105,48
2_151,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NAS AS/8040,40,8000,16000,32,8,16,214,126
2_152,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NAS AS/8050,40,8000,32000,64,8,24,277,266
2_153,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NAS AS/8060,35,8000,32000,64,8,24,370,270
2_154,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NAS AS/9000 DPC,38,16000,32000,128,16,32,510,426
2_155,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NAS AS/9000 N,48,4000,24000,32,8,24,214,151
2_156,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NAS AS/9040,38,8000,32000,64,8,24,326,267
2_157,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NAS AS/9060,30,16000,32000,256,16,24,510,603
2_158,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NCR V8535 II,112,1000,1000,0,1,4,8,19
2_159,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NCR V8545 II,84,1000,2000,0,1,6,12,21
2_160,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NCR V8555 II,56,1000,4000,0,1,6,17,26
2_161,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NCR V8565 II,56,2000,6000,0,1,8,21,35
2_162,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NCR V8565 II E,56,2000,8000,0,1,8,24,41
2_163,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NCR V8575 II,56,4000,8000,0,1,8,34,47
2_164,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NCR V8585 II,56,4000,12000,0,1,8,42,62
2_165,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NCR V8595 II,56,4000,16000,0,1,8,46,78
2_166,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NCR V8635 ,38,4000,8000,32,16,32,51,80
2_167,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NCR V8650,38,4000,8000,32,16,32,116,80
2_168,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NCR V8635,38,8000,16000,64,4,8,100,142
2_169,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NCR V8665,38,8000,24000,160,4,8,140,281
2_170,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NCR V8670,38,4000,16000,128,16,32,212,190
2_171,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NIXDORF 8890/30,200,1000,2000,0,1,2,25,21
2_172,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NIXDORF 8890/50,200,1000,4000,0,1,4,30,25
2_173,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,NIXDORF 8890/70,200,2000,8000,64,1,5,41,67
2_174,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,PERKIN-ELMER 3205,250,512,4000,0,1,7,25,24
2_175,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,PERKIN-ELMER 3210,250,512,4000,0,4,7,50,24
2_176,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,PERKIN-ELMER 3230,250,1000,16000,1,1,8,50,64
2_177,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,PRIME 50-2250,160,512,4000,2,1,5,30,25
2_178,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,PRIME 50-250 II,160,512,2000,2,3,8,32,20
2_179,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,PRIME 50-550 II,160,1000,4000,8,1,14,38,29
2_180,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,PRIME 50-750 II,160,1000,8000,16,1,14,60,43
2_181,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,PRIME 50-850 II,160,2000,8000,32,1,13,109,53
2_182,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SIEMENS 7.521,240,512,1000,8,1,3,6,19
2_183,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SIEMENS 7.531,240,512,2000,8,1,5,11,22
2_184,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SIEMENS 7.536,105,2000,4000,8,3,8,22,31
2_185,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SIEMENS 7.541,105,2000,6000,16,6,16,33,41
2_186,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SIEMENS 7.551,105,2000,8000,16,4,14,58,47
2_187,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SIEMENS 7.561,52,4000,16000,32,4,12,130,99
2_188,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SIEMENS 7.865-2,70,4000,12000,8,6,8,75,67
2_189,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SIEMENS 7.870-2,59,4000,12000,32,6,12,113,81
2_190,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SIEMENS 7.872-2,59,8000,16000,64,12,24,188,149
2_191,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SIEMENS 7.875-2,26,8000,24000,32,8,16,173,183
2_192,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SIEMENS 7.880-2,26,8000,32000,64,12,16,248,275
2_193,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SIEMENS 7.881-2,26,8000,32000,128,24,32,405,382
2_194,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SPERRY 1100/61 H1,116,2000,8000,32,5,28,70,56
2_195,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SPERRY 1100/81,50,2000,32000,24,6,26,114,182
2_196,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SPERRY 1100/82,50,2000,32000,48,26,52,208,227
2_197,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SPERRY 1100/83,50,2000,32000,112,52,104,307,341
2_198,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SPERRY 1100/84,50,4000,32000,112,52,104,397,360
2_199,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SPERRY 1100/93,30,8000,64000,96,12,176,915,919
2_200,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SPERRY 1100/94,30,8000,64000,128,12,176,1150,978
2_201,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SPERRY 80/3,180,262,4000,0,1,3,12,24
2_202,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SPERRY 80/4,180,512,4000,0,1,3,14,24
2_203,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SPERRY 80/5,180,262,4000,0,1,3,18,24
2_204,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SPERRY 80/6,180,512,4000,0,1,3,21,24
2_205,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SPERRY 80/8,124,1000,8000,0,1,8,42,37
2_206,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,SPERRY 90/80 MODEL 3,98,1000,8000,32,2,8,46,50
2_207,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,STRATUS 32,125,2000,8000,0,2,14,52,41
2_208,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,WANG VS10,480,512,8000,32,0,0,67,47
2_209,AMDAHL 470V/7,29,8000,32000,32,8,32,269,253,WANG VS 90,480,1000,4000,0,0,0,45,25
3_4,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,AMDAHL 470V/7B,29,8000,32000,32,8,32,172,253
3_5,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,AMDAHL 470V/7C,29,8000,16000,32,8,16,132,132
3_6,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,AMDAHL 470V/8,26,8000,32000,64,8,32,318,290
3_7,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,AMDAHL 580-5840,23,16000,32000,64,16,32,367,381
3_8,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,AMDAHL 580-5850,23,16000,32000,64,16,32,489,381
3_9,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,AMDAHL 580-5860,23,16000,64000,64,16,32,636,749
3_10,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,AMDAHL 580 5880,23,32000,64000,128,32,64,1144,1238
3_11,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,APOLLO DN320,400,1000,3000,0,1,2,38,23
3_12,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,APOLLO DN420,400,512,3500,4,1,6,40,24
3_13,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,BASF 7/65,60,2000,8000,65,1,8,92,70
3_14,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,BASF 7/68,50,4000,16000,65,1,8,138,117
3_15,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,BTI 5000,350,64,64,0,1,4,10,15
3_16,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,BTI 8000,200,512,16000,0,4,32,35,64
3_17,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,BURROUGHS B1955,167,524,2000,8,4,15,19,23
3_18,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,BURROUGHS B2900,143,512,5000,0,7,32,28,29
3_19,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,BURROUGHS B2925,143,1000,2000,0,5,16,31,22
3_20,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,BURROUGHS B4955,110,5000,5000,142,8,64,120,124
3_21,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,BURROUGHS B5900,143,1500,6300,0,5,32,30,35
3_22,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,BURROUGHS B5920,143,3100,6200,0,5,20,33,39
3_23,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,BURROUGHS B6900,143,2300,6200,0,6,64,61,40
3_24,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,BURROUGHS B6925,110,3100,6200,0,6,64,76,45
3_25,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,C.R.D. 68/10-80,320,128,6000,0,1,12,23,28
3_26,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,C.R.D. UNIVERSE 2203T,320,512,2000,4,1,3,69,21
3_27,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,C.R.D. UNIVERSE 68,320,256,6000,0,1,6,33,28
3_28,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,C.R.D. UNIVERSE 68/05,320,256,3000,4,1,3,27,22
3_29,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,C.R.D. UNIVERSE 68/137,320,512,5000,4,1,5,77,28
3_30,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,C.R.D. UNIVERSE 68/37,320,256,5000,4,1,6,27,27
3_31,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,CDC CYBER 170/750,25,1310,2620,131,12,24,274,102
3_32,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,CDC CYBER 170/760,25,1310,2620,131,12,24,368,102
3_33,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,CDC CYBER 170/815,50,2620,10480,30,12,24,32,74
3_34,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,CDC CYBER 170/825,50,2620,10480,30,12,24,63,74
3_35,AMDAHL 470/7A,29,8000,32000,32,8,32,220,253,CDC CYBER 170/835,56,5240,20970,30,12,24,106,138
